,Be7,Be7 error,C10,C10 error,C11,C11 error,F17,F17 error,O14,O14 error,O15,O15 error,energy,thickness
14,0.5694577544636031,0.003784796064409658,4.664522407068217e-53,8.702406596109771e-55,775.3779275948514,3.0554882365611604,0.0,0.0,2.8171705013823236e-13,1.2474640655643194e-14,1.6623962606235868e-05,1.3474066750442518e-07,0.15,3.0
15,0.9631075644998665,0.004922085175503327,7.56259845879699e-53,1.108080468168843e-54,1294.122702267103,3.947404456109204,0.0,0.0,4.573759166950124e-13,1.589491187891299e-14,2.7238092981351252e-05,1.7247246360531404e-07,0.15,5.0
16,0.22045798039221745,0.002354911768719693,1.2777511779891008e-53,4.5546910523793294e-55,274.76628271059997,1.8188865780023833,0.0,0.0,5.965772826456683e-14,5.7405675787982025e-15,5.530399857967311e-06,7.771586482526e-08,0.1,1.0
17,0.4491416293819081,0.0033612698728120185,2.422369450520633e-53,6.271276789122646e-55,553.9755434369849,2.582671649208113,0.0,0.0,1.3146795673117506e-13,8.521801908094253e-15,1.1242088494849036e-05,1.1080386708920053e-07,0.1,2.0
18,0.6809696471015197,0.004138811099213223,3.433854817594597e-53,7.466666321022544e-55,841.7215830609076,3.1835240180199182,0.0,0.0,1.8891613950446167e-13,1.021541487498372e-14,1.7434301605961725e-05,1.3798557741488836e-07,0.1,3.0
19,1.07394027349212,0.005197587297022627,5.268491197680599e-53,9.248662002932797e-55,1372.3865426535574,4.065014737843595,0.0,0.0,2.491262541418486e-13,1.1730897148115525e-14,2.8062629295088478e-05,1.7506349619210195e-07,0.1,5.0
20,0.23856954427656213,0.0024497356835948042,9.432953423274047e-54,3.913448507774792e-55,301.54455671359625,1.9054591635628717,0.0,0.0,4.7505228062525455e-14,5.1226204836439255e-15,6.1681868874011405e-06,8.20748655057572e-08,0.07,1.0
21,0.45049999667323404,0.0033663488855064415,1.6982563305928834e-53,5.250944160206081e-55,600.9820100321725,2.690014586986151,0.0,0.0,6.573397836558753e-14,6.025823917141906e-15,1.2169282309899243e-05,1.1528263670937125e-07,0.07,2.0
22,0.5711934460025196,0.0037905596529759157,2.126879343285543e-53,5.876343920281172e-55,809.9223826823496,3.122810274876157,2.0718885012219774e-17,2.0718885012219774e-17,7.346738758506845e-14,6.370430420990539e-15,1.653331821677866e-05,1.3437281958832128e-07,0.07,3.0
23,0.609127110360286,0.003914404412795376,2.268130108831987e-53,6.0683379745800965e-55,892.5810387212746,3.278292706377182,0.0,0.0,7.622931944916874e-14,6.489070601639977e-15,1.8526402683759376e-05,1.4224171096639314e-07,0.07,5.0
